@RELATION svm_STU_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Gyungmin_wav,Jukook,HH,SH}

@DATA
0.125318,0.008802,3.069391,0.204570,0.209472,0.735645,0.007428,0.208008,-28.936356,2.934750,-0.482790,-0.121664,0.448662,-0.213355,-0.676598,0.128519,-0.065545,-0.219262,0.015846,0.272224,-0.081896,0.014370,0.010731,0.019090,0.010464,0.033099,0.013806,0.015712,0.002840,0.016982,0.011441,0.018260,0.007827,0.015458,0.114228,0.012331,0.174341,0.102905,0.045905,0.734396,0.004866,0.214771,2.652580,0.630515,0.972293,0.390659,0.470176,0.467243,0.228427,0.217964,0.164236,0.196644,0.214642,0.147870,0.162044,0.012083,0.015419,0.024118,0.011180,0.027504,0.011367,0.013711,0.003550,0.015018,0.014269,0.020082,0.010785,0.008787,400.000000,0.078947,Gyungmin_wav
0.108857,0.011976,3.073061,0.176783,0.194573,0.529145,0.008298,0.145994,-28.488144,3.014345,-0.493455,-0.051997,0.439283,-0.291647,-0.674272,0.160348,-0.081453,-0.211028,0.025362,0.258778,-0.074439,0.021179,0.012460,0.023744,0.007974,0.026267,0.015496,0.021269,0.003077,0.012056,0.012303,0.016513,0.006320,0.015789,0.122275,0.017562,0.177231,0.117850,0.038844,0.700753,0.005616,0.205636,2.843244,0.620396,0.954396,0.389021,0.519605,0.432310,0.267253,0.213569,0.186477,0.209148,0.188845,0.142436,0.149043,0.022037,0.018037,0.027845,0.005875,0.015520,0.016679,0.018501,0.004684,0.013102,0.012455,0.017538,0.005022,0.009074,171.428571,0.241379,Gyungmin_wav
0.091958,0.007897,3.119656,0.164666,0.194773,0.630755,0.006820,0.156783,-28.623677,2.881759,-0.621094,-0.119995,0.325335,-0.228250,-0.592337,0.136082,-0.068055,-0.221663,0.007545,0.296339,-0.100103,0.016513,0.014670,0.017648,0.009876,0.032048,0.021215,0.013569,0.004274,0.011300,0.011562,0.016714,0.008364,0.014363,0.092741,0.011754,0.138559,0.101481,0.040715,0.810483,0.003890,0.195076,2.850571,0.589649,0.883163,0.385306,0.521563,0.362490,0.313486,0.213524,0.180192,0.218104,0.170445,0.198980,0.136964,0.013657,0.016700,0.017534,0.009726,0.024412,0.024114,0.009673,0.005474,0.010306,0.010639,0.015787,0.008811,0.008396,120.000000,0.146341,Gyungmin_wav
0.076830,0.006855,3.089165,0.150857,0.193729,0.456523,0.007309,0.122822,-29.640394,2.847703,-0.857898,0.084800,0.434947,-0.269208,-0.544766,0.092939,-0.111053,-0.298803,0.044098,0.329113,-0.116802,0.014651,0.008748,0.020660,0.011523,0.031884,0.016394,0.018938,0.002851,0.011768,0.015159,0.014555,0.009908,0.014634,0.058848,0.010311,0.246487,0.070876,0.027691,0.531336,0.004148,0.135690,1.818002,0.448212,0.601843,0.260148,0.334509,0.279338,0.216622,0.174387,0.144796,0.174546,0.225383,0.129174,0.132956,0.011946,0.008655,0.023469,0.007283,0.020711,0.013521,0.011943,0.003300,0.010598,0.008074,0.010567,0.011690,0.006984,240.000000,0.139535,Gyungmin_wav
0.076717,0.006265,3.121882,0.152604,0.192921,0.471772,0.008294,0.112523,-29.775583,2.670813,-0.898462,0.126907,0.373600,-0.266398,-0.582570,0.167992,-0.052143,-0.332897,-0.135262,0.311879,-0.158956,0.032960,0.009574,0.022061,0.009615,0.022096,0.011292,0.016688,0.003851,0.009939,0.010595,0.013715,0.008041,0.015049,0.063558,0.011370,0.088260,0.071632,0.030336,0.491426,0.002595,0.120786,2.059399,0.455711,0.621655,0.234001,0.353735,0.273698,0.209286,0.110068,0.120164,0.138642,0.177664,0.108755,0.108688,0.014099,0.009388,0.018479,0.005424,0.017398,0.008201,0.007555,0.004065,0.008181,0.009350,0.008766,0.008427,0.006185,171.428571,0.170213,Gyungmin_wav
0.063176,0.006537,3.012984,0.135324,0.186506,0.427683,0.006819,0.090986,-28.434403,2.454295,-0.300401,-0.151485,0.394263,-0.199565,-0.772387,0.229856,-0.222494,-0.160034,-0.058198,0.417417,-0.054026,0.013068,0.010818,0.016718,0.013162,0.035536,0.011630,0.013508,0.003656,0.017147,0.011079,0.013357,0.005320,0.014072,0.044189,0.010038,0.285357,0.058811,0.032541,0.470443,0.004503,0.092274,2.218830,0.910087,1.085095,0.486552,0.367958,0.419363,0.269691,0.227515,0.303805,0.235404,0.209719,0.154809,0.215796,0.011090,0.009976,0.013761,0.017127,0.030368,0.014937,0.010276,0.003361,0.016282,0.009500,0.011936,0.004788,0.008032,200.000000,0.181818,Gyungmin_wav
0.060016,0.008066,3.085624,0.149415,0.201534,0.410283,0.007943,0.111593,-28.153830,2.654580,-0.400294,-0.228857,0.464986,-0.274318,-0.685951,0.188756,-0.251634,-0.124081,-0.070583,0.441497,-0.085590,0.013569,0.013767,0.027777,0.010715,0.035196,0.011653,0.014224,0.004095,0.016258,0.011286,0.013733,0.004209,0.015386,0.044133,0.014246,0.144886,0.079321,0.039680,0.485622,0.004395,0.149719,2.511368,0.804066,1.031451,0.405137,0.429704,0.391234,0.232114,0.220466,0.245701,0.234378,0.169597,0.188488,0.155357,0.011133,0.016403,0.032033,0.010610,0.029503,0.012455,0.013967,0.004165,0.014223,0.010345,0.012513,0.004414,0.009498,120.000000,0.142857,Gyungmin_wav
0.098310,0.010694,3.088249,0.184772,0.216053,0.532107,0.006870,0.163158,-27.690495,2.616863,-0.373765,-0.274525,0.592677,-0.306542,-0.658894,0.188194,-0.199576,-0.220066,-0.079059,0.338156,-0.088275,0.013036,0.006057,0.020732,0.016009,0.032330,0.012825,0.013848,0.004614,0.011639,0.012076,0.015948,0.005924,0.013947,0.096913,0.013146,0.169118,0.114581,0.057425,0.626807,0.003853,0.234534,2.074703,0.680478,1.109982,0.418579,0.396620,0.357564,0.283707,0.231000,0.256360,0.244179,0.215501,0.152911,0.208431,0.014651,0.006572,0.015754,0.018674,0.023570,0.013607,0.011276,0.006532,0.011004,0.012840,0.012665,0.008878,0.007098,240.000000,0.142857,Gyungmin_wav
0.055316,0.003962,3.028482,0.135396,0.201590,0.249201,0.007684,0.069313,-29.910056,2.712134,-0.887133,0.054003,0.716954,-0.272275,-0.678846,0.223920,-0.010752,-0.250917,-0.083665,0.324656,-0.028776,0.019825,0.020353,0.019076,0.009916,0.025796,0.008711,0.013049,0.003600,0.011481,0.009969,0.013061,0.010858,0.013902,0.025557,0.005040,0.178554,0.035501,0.021520,0.262533,0.002524,0.054745,1.553704,0.516463,0.782193,0.391201,0.323889,0.288522,0.157328,0.163625,0.161662,0.135189,0.122135,0.127468,0.114865,0.008907,0.007413,0.016677,0.007565,0.019713,0.009480,0.008155,0.003006,0.011396,0.006752,0.010264,0.005660,0.005014,200.000000,0.228571,Gyungmin_wav
0.054804,0.004617,3.098583,0.125458,0.186421,0.340904,0.006535,0.070690,-29.006799,2.541179,-0.588940,0.000206,0.462459,-0.406357,-0.571427,0.117243,-0.211741,-0.167972,-0.141914,0.447699,-0.129850,0.012970,0.013839,0.020260,0.012936,0.031962,0.013778,0.020041,0.005216,0.015751,0.009310,0.014766,0.005026,0.014270,0.029665,0.008084,0.129060,0.041133,0.033586,0.337093,0.002421,0.046149,1.648045,0.502283,0.672486,0.372107,0.265671,0.301865,0.187737,0.202352,0.215703,0.200884,0.246063,0.188974,0.213083,0.010262,0.012321,0.013806,0.014461,0.025406,0.016648,0.011782,0.005973,0.011992,0.006709,0.011457,0.005447,0.007295,200.000000,0.187500,Gyungmin_wav
0.067810,0.003981,3.058727,0.151153,0.187433,0.439523,0.007435,0.143932,-29.713252,2.667329,-0.956063,0.029537,0.492537,-0.352132,-0.663483,0.088254,-0.216049,-0.124379,-0.023540,0.340222,-0.070987,0.012302,0.013234,0.011817,0.010038,0.033036,0.011322,0.017754,0.004533,0.016941,0.012983,0.015085,0.008211,0.012497,0.060567,0.007287,0.200724,0.112147,0.052860,0.547554,0.004294,0.211149,2.212367,0.581374,0.788806,0.329310,0.255522,0.287801,0.339941,0.186631,0.191703,0.320949,0.224810,0.151799,0.165420,0.009066,0.011011,0.007812,0.006691,0.025364,0.007631,0.009900,0.004647,0.016760,0.013556,0.012039,0.011327,0.005819,171.428571,0.170732,Gyungmin_wav
0.062676,0.003682,3.050574,0.135762,0.188839,0.329357,0.007578,0.095157,-30.018380,2.869973,-1.059243,0.012807,0.425003,-0.378035,-0.694847,0.139395,-0.169004,-0.131429,-0.000979,0.307808,-0.022792,0.012552,0.012853,0.012903,0.010498,0.034706,0.014987,0.016931,0.008234,0.022499,0.011779,0.022896,0.008710,0.014795,0.056188,0.007319,0.256661,0.074997,0.043468,0.427347,0.002857,0.110410,2.162622,0.562443,0.748585,0.334953,0.283690,0.241772,0.263452,0.212798,0.255701,0.265144,0.239270,0.198513,0.182429,0.011135,0.013494,0.010099,0.008127,0.024029,0.011681,0.012181,0.011885,0.022380,0.009018,0.019922,0.010103,0.007216,133.333333,0.161290,Gyungmin_wav
0.104163,0.003492,3.037769,0.215057,0.222363,0.665246,0.006110,0.249834,-29.950674,2.740771,-0.935323,-0.091570,0.629047,-0.428198,-0.629435,0.139200,-0.239928,-0.139457,-0.017914,0.303340,-0.077208,0.012444,0.008359,0.014045,0.010453,0.033537,0.010432,0.018709,0.008167,0.013919,0.010917,0.019106,0.006646,0.012748,0.105512,0.006896,0.244744,0.134851,0.051911,0.774424,0.003547,0.279644,2.136614,0.624970,0.687879,0.404836,0.300351,0.277131,0.287399,0.196349,0.234567,0.272708,0.248794,0.161994,0.148558,0.008886,0.006714,0.011175,0.007305,0.024100,0.008229,0.012088,0.011687,0.012920,0.009665,0.016819,0.008439,0.006075,400.000000,0.157895,Gyungmin_wav
0.070816,0.004280,3.092214,0.154591,0.205593,0.409694,0.006841,0.128171,-29.287772,2.769056,-0.917682,-0.170725,0.429726,-0.473234,-0.636708,0.083621,-0.239153,-0.191108,0.013786,0.311129,-0.048825,0.014165,0.008684,0.011132,0.014987,0.032852,0.017742,0.026286,0.007080,0.017078,0.014560,0.017357,0.007202,0.014189,0.073103,0.007816,0.174299,0.089734,0.048371,0.585827,0.002969,0.199102,2.561441,0.595035,0.790375,0.306502,0.261148,0.238629,0.219545,0.224045,0.294360,0.276655,0.274145,0.152721,0.137365,0.010283,0.009340,0.007105,0.015049,0.022698,0.016399,0.014440,0.009381,0.015682,0.011440,0.014665,0.006384,0.006689,200.000000,0.200000,Gyungmin_wav
0.080014,0.004066,3.072209,0.176681,0.215379,0.482305,0.007122,0.162296,-29.022852,2.875015,-0.998940,-0.096954,0.520832,-0.398995,-0.604521,0.115245,-0.212515,-0.150167,-0.045931,0.328093,-0.064479,0.016972,0.012997,0.012209,0.011536,0.031466,0.017193,0.019647,0.005802,0.017867,0.014093,0.019524,0.006345,0.014962,0.075462,0.007914,0.167580,0.116991,0.055612,0.632662,0.003041,0.244591,2.151774,0.553287,0.838310,0.352011,0.270520,0.308046,0.236334,0.273760,0.301416,0.294638,0.198688,0.171975,0.141473,0.012676,0.014244,0.008476,0.009785,0.020426,0.019850,0.012525,0.006419,0.017470,0.011075,0.018379,0.005075,0.007496,171.428571,0.159091,Gyungmin_wav
0.094127,0.006192,3.081427,0.185753,0.218302,0.677318,0.006274,0.173984,-28.051136,2.562901,-0.747465,-0.105486,0.277543,-0.153456,-0.591960,0.164318,-0.156457,-0.266782,0.045223,0.305580,-0.074484,0.015334,0.010222,0.015936,0.010634,0.031314,0.013659,0.017040,0.007429,0.015669,0.010674,0.015483,0.006002,0.013878,0.095757,0.010946,0.146356,0.100607,0.051824,0.833971,0.004341,0.225013,2.046849,0.880579,0.583987,0.392183,0.390678,0.417858,0.254539,0.225855,0.278089,0.185292,0.191186,0.166729,0.134789,0.018058,0.011780,0.019296,0.008325,0.028280,0.010498,0.010544,0.013432,0.018209,0.010318,0.011243,0.004868,0.008927,109.090909,0.194444,Gyungmin_wav
0.080724,0.004544,2.919238,0.157828,0.189529,0.610426,0.007697,0.135975,-28.873712,2.490964,-0.911051,-0.061644,0.272345,-0.292829,-0.717094,0.112375,-0.114329,-0.294939,0.046867,0.257870,-0.034646,0.012971,0.016205,0.012550,0.009888,0.028082,0.011127,0.014017,0.003179,0.016590,0.014158,0.012759,0.005661,0.011385,0.076369,0.009345,0.366045,0.095268,0.032229,0.763984,0.003749,0.161336,1.786040,1.065312,0.752962,0.478841,0.391135,0.414230,0.328146,0.209943,0.141974,0.171715,0.235127,0.173525,0.127679,0.011858,0.017132,0.009978,0.008662,0.019462,0.007466,0.007281,0.003279,0.012955,0.011389,0.010713,0.003946,0.005709,100.000000,0.181818,Gyungmin_wav
0.079716,0.011038,3.101560,0.155939,0.195586,0.538526,0.007129,0.140493,-27.887807,2.890735,-0.971621,-0.111879,0.353135,-0.304095,-0.624224,0.148707,-0.178316,-0.250384,0.034768,0.234974,-0.055788,0.018024,0.012371,0.016061,0.009798,0.030481,0.013297,0.017334,0.006298,0.014508,0.013525,0.019357,0.005762,0.014712,0.094937,0.017497,0.134632,0.093947,0.039505,0.810731,0.004021,0.193317,2.509004,0.749472,0.630216,0.335164,0.459028,0.481128,0.310717,0.189563,0.264096,0.187100,0.253245,0.172429,0.186539,0.024949,0.010497,0.016437,0.011715,0.027719,0.010246,0.012516,0.012215,0.014368,0.011259,0.016173,0.003449,0.008966,92.307692,0.212121,Gyungmin_wav
0.081613,0.006909,3.058421,0.147211,0.180297,0.481924,0.007169,0.146030,-28.749425,2.925956,-1.100628,0.059225,0.338158,-0.251617,-0.635276,0.205961,-0.093199,-0.276556,0.037129,0.264071,-0.045988,0.015112,0.013449,0.015072,0.010266,0.028397,0.010803,0.011533,0.006242,0.015048,0.011880,0.018043,0.005888,0.013264,0.098420,0.009372,0.193476,0.109420,0.036083,0.719283,0.003511,0.206338,2.421668,0.723922,0.700451,0.457524,0.443654,0.462654,0.230382,0.211007,0.288982,0.201415,0.196460,0.193059,0.203866,0.015399,0.014583,0.013722,0.009035,0.024633,0.007363,0.008358,0.014497,0.015174,0.011899,0.015882,0.005326,0.007177,92.307692,0.277778,Gyungmin_wav
0.092412,0.005862,3.120619,0.151645,0.182679,0.577994,0.007223,0.149387,-28.313863,2.625053,-1.031800,0.045751,0.372870,-0.267884,-0.588698,0.170855,-0.191126,-0.198876,0.021688,0.197107,-0.072291,0.013662,0.013594,0.015474,0.010811,0.021965,0.013441,0.016209,0.006128,0.009276,0.013100,0.017645,0.007604,0.011484,0.114666,0.009438,0.114574,0.112469,0.033827,0.915962,0.004765,0.217385,2.273795,0.926714,0.700331,0.342478,0.436053,0.358747,0.273553,0.202049,0.222395,0.157608,0.174245,0.147768,0.159476,0.019609,0.015709,0.011668,0.008243,0.016858,0.010535,0.011634,0.008639,0.009216,0.012010,0.016634,0.007041,0.007114,240.000000,0.111111,Gyungmin_wav
0.084389,0.004880,3.110576,0.145145,0.178877,0.563757,0.006249,0.141532,-28.628537,2.539740,-1.168708,-0.033512,0.475731,-0.272899,-0.647951,0.112121,-0.155167,-0.246254,0.077687,0.247189,-0.024309,0.012436,0.011979,0.013323,0.010801,0.026362,0.011754,0.016128,0.005135,0.013111,0.013256,0.012509,0.007564,0.010801,0.085326,0.008624,0.139872,0.090849,0.037931,0.812688,0.003841,0.165205,1.675750,0.907700,0.580836,0.426434,0.336724,0.333505,0.329921,0.247089,0.243159,0.194621,0.140444,0.189199,0.141721,0.009313,0.011229,0.012128,0.009548,0.022259,0.010006,0.010843,0.006060,0.012541,0.010025,0.008833,0.006499,0.006161,133.333333,0.266667,Gyungmin_wav
0.086175,0.006025,3.130652,0.151735,0.183939,0.539354,0.006649,0.160375,-29.021282,2.734040,-1.120410,0.023893,0.437554,-0.297924,-0.636234,0.067804,-0.167607,-0.248173,0.046519,0.296229,-0.045075,0.011387,0.011086,0.014037,0.012233,0.032881,0.012091,0.017708,0.005218,0.015521,0.012287,0.013383,0.006630,0.012277,0.111696,0.010204,0.093635,0.114330,0.042744,0.886246,0.003387,0.228821,2.396111,0.810225,0.650617,0.428942,0.348743,0.280785,0.256509,0.293209,0.251069,0.215644,0.169285,0.185430,0.147528,0.009378,0.010678,0.010545,0.008619,0.029756,0.009970,0.012012,0.006545,0.014949,0.008697,0.011732,0.005894,0.007241,133.333333,0.206897,Gyungmin_wav
0.087981,0.004758,3.147020,0.155265,0.191008,0.544040,0.007619,0.146471,-29.401870,2.720269,-1.229424,0.123881,0.381553,-0.251255,-0.646096,0.078938,-0.187021,-0.299704,0.101117,0.299000,-0.035438,0.011539,0.017918,0.014130,0.012997,0.036848,0.011722,0.016467,0.003441,0.014397,0.010765,0.013360,0.005122,0.014157,0.106730,0.008720,0.122165,0.108699,0.045669,0.883880,0.004637,0.211320,2.292378,0.866189,0.644575,0.389907,0.321903,0.321995,0.300873,0.216718,0.177957,0.189434,0.140847,0.191732,0.136036,0.009540,0.019979,0.009987,0.009852,0.031827,0.010747,0.011040,0.004465,0.016295,0.009389,0.011240,0.003991,0.009240,200.000000,0.222222,Gyungmin_wav
0.082815,0.004685,3.081158,0.164587,0.189209,0.663832,0.006665,0.175567,-28.596753,2.382483,-0.895052,-0.014942,0.413874,-0.298277,-0.641745,0.096592,-0.188063,-0.251034,0.006805,0.229936,-0.098970,0.016901,0.009642,0.011944,0.013160,0.027413,0.011435,0.016716,0.003049,0.012855,0.010591,0.014845,0.005635,0.011615,0.083233,0.008387,0.196431,0.108125,0.049549,0.822297,0.003865,0.214540,2.538438,0.985022,0.690524,0.362138,0.318597,0.315908,0.311518,0.256102,0.247007,0.192808,0.192641,0.175961,0.153719,0.017249,0.011347,0.007968,0.013031,0.022180,0.010961,0.014042,0.002930,0.013582,0.010157,0.012752,0.005977,0.006859,150.000000,0.195652,Gyungmin_wav
0.077995,0.005832,3.119103,0.155128,0.192193,0.529685,0.007167,0.153233,-28.403922,2.593602,-1.128486,0.009584,0.574480,-0.252667,-0.586256,0.100177,-0.135725,-0.266739,0.104691,0.264607,-0.066163,0.014323,0.009880,0.013804,0.013992,0.029041,0.010971,0.016819,0.004579,0.010129,0.012303,0.014111,0.006727,0.011457,0.075930,0.009546,0.115631,0.096727,0.043602,0.761253,0.004072,0.199730,1.734976,0.783538,0.619259,0.406415,0.335638,0.307115,0.332877,0.241272,0.222953,0.204077,0.198079,0.178493,0.154044,0.011496,0.009869,0.010823,0.017286,0.022876,0.011023,0.013136,0.004455,0.007863,0.011815,0.012295,0.008981,0.006717,133.333333,0.153846,Gyungmin_wav
0.071384,0.005320,3.089873,0.150575,0.191770,0.538703,0.006379,0.128244,-28.210098,2.789731,-0.901464,0.015433,0.400421,-0.104046,-0.667037,0.181992,-0.148572,-0.286788,0.045899,0.328896,-0.053529,0.013089,0.011696,0.013443,0.009105,0.023532,0.015537,0.033330,0.002962,0.015098,0.014514,0.016133,0.004401,0.014128,0.061402,0.009707,0.201668,0.085772,0.043633,0.708244,0.002896,0.143478,1.951397,0.740695,0.643921,0.401497,0.307248,0.433655,0.272102,0.192492,0.228315,0.152850,0.192833,0.155824,0.143565,0.010371,0.010964,0.009825,0.006724,0.014785,0.013450,0.027027,0.003256,0.017095,0.008581,0.012239,0.003237,0.006870,400.000000,0.146341,Gyungmin_wav
0.092239,0.006012,2.958004,0.175821,0.194818,0.738679,0.005635,0.182126,-27.565130,2.508979,-0.673383,-0.126765,0.373091,-0.152716,-0.770787,0.249682,-0.153432,-0.229188,0.043362,0.315312,-0.037999,0.011504,0.017181,0.014717,0.009703,0.023046,0.021055,0.021177,0.004348,0.016460,0.010506,0.013441,0.006363,0.013081,0.081759,0.011113,0.359041,0.117697,0.049267,0.846921,0.002870,0.211439,2.049195,1.025450,0.662725,0.475986,0.399680,0.541138,0.234801,0.238606,0.166220,0.169943,0.171202,0.136137,0.159290,0.007140,0.018842,0.010494,0.006522,0.017410,0.023369,0.019526,0.006019,0.018276,0.008848,0.009934,0.005224,0.008406,133.333333,0.184211,Gyungmin_wav
0.075251,0.005083,3.041507,0.149059,0.189730,0.548543,0.006503,0.139509,-27.961184,2.885942,-1.013621,-0.126451,0.365676,-0.110351,-0.697109,0.167529,-0.188471,-0.273948,0.033982,0.269671,-0.020972,0.010251,0.015189,0.013636,0.010494,0.029905,0.023848,0.023092,0.004608,0.012184,0.011606,0.014069,0.005735,0.013722,0.067970,0.009489,0.219804,0.080969,0.032221,0.708733,0.003143,0.148400,2.237731,0.713814,0.779590,0.477251,0.361311,0.508358,0.257759,0.218377,0.160500,0.217078,0.151615,0.144413,0.167737,0.007030,0.013924,0.010797,0.007534,0.021950,0.028873,0.017367,0.005818,0.010572,0.008012,0.009827,0.005510,0.008161,240.000000,0.111111,Gyungmin_wav
0.078097,0.006173,3.118082,0.150549,0.190310,0.525642,0.006414,0.132205,-28.220068,2.794184,-0.889568,-0.026177,0.353076,-0.160454,-0.722072,0.201314,-0.171211,-0.219970,0.028120,0.323241,-0.100924,0.012818,0.011928,0.010763,0.009140,0.029805,0.020623,0.029130,0.004247,0.013532,0.011325,0.011431,0.006905,0.014239,0.069205,0.010169,0.157314,0.082571,0.040746,0.703192,0.002832,0.145568,2.128864,0.796714,0.710329,0.523103,0.330384,0.397687,0.246041,0.194734,0.175826,0.198036,0.147061,0.155839,0.166237,0.008811,0.011752,0.008431,0.008663,0.024300,0.019243,0.024691,0.003767,0.012056,0.006972,0.009061,0.008402,0.007805,200.000000,0.250000,Gyungmin_wav
0.078940,0.003692,3.112095,0.146599,0.193060,0.405547,0.007294,0.120223,-29.405393,2.833464,-1.023407,0.073028,0.457532,-0.300131,-0.645773,0.146048,-0.023846,-0.239891,0.047649,0.369943,-0.067953,0.014896,0.013313,0.014192,0.009072,0.025641,0.019044,0.022218,0.002674,0.017478,0.014708,0.012289,0.007509,0.013046,0.094771,0.006472,0.135557,0.098927,0.037413,0.667670,0.003691,0.166659,1.689598,0.760236,0.628560,0.417668,0.279620,0.351913,0.212517,0.236070,0.169819,0.209615,0.171565,0.128169,0.143994,0.010068,0.010524,0.011936,0.006062,0.017039,0.018864,0.018405,0.003180,0.017719,0.009326,0.007650,0.005869,0.006266,240.000000,0.129032,Gyungmin_wav
0.055775,0.008341,2.817430,0.181273,0.224455,0.381519,0.009058,0.127590,-31.811483,3.061220,0.255383,0.026707,-0.154004,-0.355745,-0.352604,-0.337551,-0.065883,-0.142156,0.005458,0.200555,-0.145732,0.030695,0.003149,0.027387,0.009917,0.018004,0.025778,0.024293,0.001238,0.026060,0.022149,0.017273,0.005334,0.019381,0.047605,0.012420,0.483257,0.106799,0.040957,0.496950,0.004937,0.217215,2.503228,0.800921,0.604257,0.304711,0.354717,0.285235,0.236805,0.202304,0.216711,0.231255,0.171432,0.203852,0.207660,0.032547,0.003246,0.027791,0.008226,0.017285,0.025950,0.020188,0.001613,0.021749,0.016563,0.013647,0.006081,0.008683,120.000000,0.152542,Jukook
0.051764,0.007502,2.927030,0.162739,0.230333,0.225835,0.010445,0.069102,-33.087793,3.325591,0.245154,0.076402,-0.252891,-0.351933,-0.365610,-0.232097,-0.072550,-0.121183,0.007983,0.127095,-0.162527,0.028470,0.005596,0.030643,0.012105,0.029103,0.026263,0.025227,0.001814,0.022297,0.021997,0.018901,0.006447,0.021316,0.051771,0.013755,0.282048,0.070326,0.027975,0.318305,0.004691,0.110603,2.657838,0.519638,0.356077,0.275779,0.296488,0.194189,0.210637,0.171355,0.155628,0.158147,0.146289,0.215184,0.221268,0.024825,0.007881,0.027294,0.010965,0.024311,0.026586,0.014905,0.002740,0.021547,0.015641,0.012083,0.008986,0.007386,171.428571,0.193548,Jukook
0.049564,0.010076,2.918167,0.167944,0.228230,0.298214,0.008421,0.089191,-31.107868,3.212188,0.267853,0.011192,-0.168155,-0.342072,-0.302026,-0.322459,-0.137755,-0.174676,-0.061893,0.187615,-0.133906,0.029222,0.002766,0.026605,0.014730,0.027109,0.029313,0.021178,0.001006,0.026154,0.020395,0.023917,0.006464,0.021054,0.040085,0.012517,0.322173,0.082751,0.031329,0.399046,0.004620,0.150029,2.006443,0.577698,0.518155,0.341522,0.331193,0.232977,0.179303,0.162093,0.203388,0.216848,0.175475,0.202452,0.179147,0.028695,0.003387,0.026514,0.012346,0.018073,0.027794,0.013618,0.001121,0.021233,0.013802,0.021747,0.008174,0.008398,171.428571,0.160714,Jukook
0.040074,0.006475,2.924517,0.144915,0.224433,0.165735,0.009952,0.050308,-32.625306,3.391219,0.282893,0.017269,-0.286771,-0.358638,-0.369273,-0.256099,-0.132431,-0.156389,-0.010895,0.187566,-0.132495,0.028861,0.003319,0.025075,0.013191,0.030488,0.027188,0.025190,0.000975,0.022882,0.024858,0.021594,0.005560,0.019851,0.024074,0.009985,0.205285,0.046471,0.025479,0.194564,0.005538,0.078719,1.927899,0.554706,0.406752,0.263055,0.255371,0.198646,0.170575,0.169715,0.214453,0.181895,0.209620,0.173053,0.176339,0.022823,0.003021,0.019503,0.012361,0.021240,0.022240,0.017322,0.001214,0.018414,0.017900,0.017448,0.005284,0.006756,300.000000,0.138462,Jukook
