@RELATION svm_STU_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Gyungmin_wav,Jukook,HH,SH}

@DATA
0.048186,0.006474,2.953967,0.162510,0.229221,0.265656,0.008514,0.085539,-33.551153,3.395016,0.214083,0.040453,-0.120669,-0.434085,-0.303488,-0.188970,-0.192383,-0.191719,-0.002583,0.161356,-0.043025,0.029974,0.002398,0.037133,0.014153,0.029102,0.031002,0.029725,0.001532,0.020202,0.015349,0.015652,0.004716,0.019721,0.038277,0.013339,0.232634,0.065205,0.031880,0.411867,0.004222,0.147060,3.062848,0.771345,0.555148,0.330310,0.433688,0.223524,0.228631,0.198603,0.184927,0.153727,0.160208,0.179996,0.192235,0.026106,0.002065,0.026749,0.009934,0.017827,0.027285,0.017214,0.002203,0.018561,0.010926,0.009744,0.004728,0.006656,300.000000,0.118644,Jukook
0.053692,0.006037,2.928224,0.150819,0.218020,0.246212,0.008771,0.081583,-32.676797,3.209435,-0.074532,0.127498,-0.111356,-0.578229,-0.407356,-0.130633,-0.205105,-0.271218,0.054474,0.072939,-0.175330,0.020487,0.005285,0.033487,0.021249,0.027242,0.034150,0.021747,0.000622,0.017110,0.018414,0.017420,0.004774,0.019776,0.042960,0.012805,0.226395,0.053434,0.029013,0.328120,0.004550,0.128768,2.758044,0.758651,0.620868,0.273570,0.569754,0.357794,0.205563,0.236994,0.215941,0.198273,0.177729,0.214400,0.229755,0.016290,0.006478,0.027435,0.019601,0.020947,0.036097,0.014889,0.000845,0.015526,0.013435,0.012166,0.003757,0.008053,200.000000,0.096154,Jukook
0.071722,0.011267,2.963727,0.177377,0.225390,0.395672,0.009950,0.098712,-31.858417,3.261533,0.523091,-0.116794,-0.272265,-0.283853,-0.283659,-0.205554,-0.013061,-0.174858,0.041921,0.048180,-0.167016,0.038993,0.003607,0.032583,0.011801,0.024819,0.024002,0.022127,0.000457,0.017465,0.025875,0.023004,0.004046,0.022725,0.085382,0.015732,0.238476,0.089469,0.026763,0.570291,0.006591,0.161216,1.931433,0.529832,0.311843,0.296141,0.252348,0.236102,0.171944,0.180167,0.212999,0.184720,0.170381,0.207619,0.192434,0.035084,0.004831,0.031860,0.012097,0.023607,0.021874,0.016974,0.000471,0.015200,0.022307,0.021288,0.004241,0.009548,240.000000,0.214286,Jukook
0.058534,0.013617,2.890012,0.161718,0.227898,0.289466,0.012502,0.075597,-31.148303,3.463451,0.585229,-0.172694,-0.422906,-0.364443,-0.302403,-0.191097,-0.011830,-0.220281,-0.045512,-0.015272,-0.161864,0.030825,0.007946,0.040602,0.015977,0.020610,0.021105,0.021513,0.000315,0.025610,0.024365,0.023189,0.004901,0.023829,0.066810,0.022212,0.245959,0.071955,0.028791,0.452996,0.008779,0.134665,3.391336,0.529209,0.258220,0.312794,0.223258,0.220378,0.179651,0.160214,0.227512,0.217350,0.182026,0.253263,0.255081,0.033767,0.013763,0.041843,0.016170,0.017999,0.021092,0.016934,0.000305,0.026651,0.021772,0.020936,0.006580,0.010199,200.000000,0.208955,Jukook
0.058261,0.012255,2.964011,0.165412,0.226308,0.305719,0.010953,0.094335,-31.203288,3.464767,0.505646,-0.178659,-0.446475,-0.264710,-0.319081,-0.197079,-0.085716,-0.247296,-0.023922,0.021302,-0.166923,0.034823,0.005436,0.034833,0.013893,0.029383,0.023825,0.024499,0.000380,0.017384,0.023198,0.022534,0.005645,0.023875,0.073898,0.018433,0.272714,0.083578,0.035567,0.497779,0.006817,0.157541,3.065889,0.619297,0.337990,0.310042,0.263693,0.277556,0.197233,0.188753,0.232717,0.210445,0.166539,0.237838,0.246804,0.034830,0.007762,0.034684,0.012631,0.031394,0.024785,0.019993,0.000398,0.016442,0.021963,0.021066,0.006296,0.010897,200.000000,0.121212,Jukook
0.066100,0.013617,2.945920,0.167849,0.224864,0.328285,0.010741,0.082903,-31.540632,3.425661,0.474495,-0.215707,-0.405646,-0.310794,-0.314067,-0.186478,-0.099702,-0.193480,0.022913,0.055211,-0.123711,0.031169,0.005538,0.025957,0.018522,0.030134,0.025716,0.023748,0.000584,0.020453,0.023967,0.023650,0.006337,0.022713,0.081706,0.022889,0.296740,0.079938,0.026097,0.521311,0.007591,0.143456,3.135883,0.486793,0.352848,0.279440,0.244917,0.216316,0.247945,0.152162,0.181239,0.171062,0.171520,0.226987,0.197533,0.037276,0.008685,0.021046,0.020981,0.029072,0.024222,0.019372,0.000607,0.018786,0.024930,0.023806,0.006784,0.010110,171.428571,0.157895,Jukook
0.057004,0.008235,2.962861,0.164608,0.230589,0.258535,0.010004,0.064780,-32.450006,3.362340,0.481433,-0.069675,-0.440071,-0.296668,-0.286836,-0.187212,-0.073079,-0.178349,-0.038675,0.049857,-0.115683,0.028479,0.009249,0.029341,0.012750,0.026272,0.031204,0.020850,0.000319,0.019154,0.022279,0.025299,0.004774,0.021518,0.059260,0.013285,0.212903,0.060035,0.021639,0.368376,0.005587,0.108585,2.428013,0.446087,0.221095,0.264619,0.211451,0.219050,0.174997,0.172968,0.197303,0.196590,0.150265,0.234209,0.196859,0.025265,0.014117,0.024253,0.011236,0.017680,0.029892,0.015972,0.000310,0.015686,0.021246,0.021526,0.005664,0.008201,240.000000,0.140845,Jukook
0.062538,0.014071,2.952446,0.163931,0.226630,0.295552,0.012530,0.077102,-31.637818,3.441202,0.506212,-0.117316,-0.483217,-0.387508,-0.318965,-0.221958,-0.088507,-0.225375,-0.046684,0.033307,-0.166720,0.028598,0.009039,0.031134,0.017940,0.021156,0.032222,0.023473,0.000314,0.020254,0.024969,0.023420,0.004473,0.023053,0.073582,0.027670,0.213312,0.075518,0.028895,0.461474,0.009957,0.141064,3.299888,0.512151,0.271896,0.311742,0.283675,0.233577,0.222933,0.169444,0.201763,0.241491,0.182379,0.281669,0.232092,0.031217,0.018090,0.033991,0.019625,0.019027,0.029120,0.020490,0.000320,0.017989,0.023711,0.022045,0.003999,0.010461,150.000000,0.129032,Jukook
0.072455,0.014315,2.901220,0.181828,0.233731,0.358864,0.012773,0.102995,-31.625679,3.426019,0.614194,-0.277423,-0.453226,-0.372470,-0.322746,-0.168888,-0.063556,-0.213437,-0.050433,0.011620,-0.127576,0.027014,0.007228,0.028732,0.016662,0.023055,0.024494,0.022215,0.000500,0.022724,0.027279,0.020402,0.006040,0.022396,0.087783,0.028025,0.356129,0.110966,0.043423,0.585103,0.009499,0.212732,3.069850,0.694409,0.417104,0.388877,0.320189,0.269842,0.251354,0.196122,0.192583,0.250273,0.166238,0.279939,0.252321,0.031440,0.014397,0.029960,0.017963,0.019587,0.027831,0.016899,0.000722,0.020655,0.030170,0.021366,0.008296,0.010434,171.428571,0.159420,Jukook
0.066455,0.016912,2.935288,0.170938,0.219310,0.344616,0.011963,0.096053,-31.600281,3.518066,0.683767,-0.135639,-0.447635,-0.361901,-0.344236,-0.155642,-0.048591,-0.214667,0.000907,0.038796,-0.158742,0.036841,0.009351,0.029947,0.017087,0.027887,0.020421,0.025500,0.000396,0.019199,0.022665,0.015654,0.004585,0.023356,0.083506,0.029514,0.335289,0.098024,0.030907,0.547907,0.011233,0.169324,3.210383,0.541416,0.328481,0.309085,0.287460,0.275219,0.215125,0.156567,0.187622,0.220888,0.205698,0.273805,0.302082,0.043806,0.019840,0.031621,0.018586,0.024647,0.020375,0.019678,0.000422,0.015854,0.022241,0.011599,0.007949,0.012416,200.000000,0.103448,Jukook
0.067609,0.012290,2.954529,0.177508,0.231975,0.311184,0.012203,0.094293,-31.927691,3.263510,0.538991,-0.038715,-0.385862,-0.318486,-0.312745,-0.206060,-0.064361,-0.227925,-0.035931,0.045813,-0.163160,0.035867,0.005512,0.037490,0.015104,0.026637,0.023963,0.023449,0.000477,0.018091,0.023391,0.021602,0.005298,0.024384,0.101678,0.020319,0.240500,0.104293,0.023761,0.546446,0.008965,0.202504,3.251119,0.500368,0.285256,0.378764,0.319082,0.277323,0.189717,0.149684,0.226350,0.241719,0.167012,0.234578,0.228210,0.037059,0.008601,0.038924,0.013950,0.027470,0.026061,0.019872,0.000648,0.017901,0.024178,0.018768,0.005827,0.010702,100.000000,0.197183,Jukook
0.063564,0.011869,2.905086,0.169944,0.219307,0.424501,0.010217,0.105078,-31.588717,3.061902,0.813137,-0.272752,-0.275001,-0.419910,-0.322645,-0.208660,-0.131515,-0.183371,-0.030526,0.008026,-0.094462,0.039278,0.003620,0.035767,0.011966,0.021028,0.024801,0.022444,0.000359,0.015753,0.017707,0.024582,0.004623,0.022739,0.067531,0.019206,0.362644,0.075354,0.035202,0.472223,0.006293,0.157401,3.140270,0.689442,0.408740,0.347566,0.326798,0.287122,0.190497,0.164624,0.240704,0.218108,0.169689,0.228424,0.235158,0.038950,0.005345,0.032874,0.010506,0.019276,0.026337,0.021399,0.000316,0.018409,0.015799,0.026944,0.004823,0.010388,240.000000,0.186441,Jukook
0.036298,0.012011,2.959578,0.143818,0.219172,0.247940,0.007213,0.031942,-31.608232,2.971904,0.739522,-0.181606,-0.199091,-0.417220,-0.336947,-0.263170,-0.115914,-0.081424,0.055353,0.105428,-0.091147,0.048756,0.002646,0.032840,0.012880,0.029201,0.020273,0.024050,0.000810,0.025776,0.019067,0.020851,0.003772,0.021948,0.012023,0.022667,0.236674,0.020342,0.021874,0.125644,0.003381,0.021754,2.503566,0.281101,0.302000,0.289853,0.174326,0.190728,0.151361,0.149079,0.136795,0.174592,0.132376,0.140317,0.170094,0.031567,0.003079,0.023176,0.008442,0.021004,0.012230,0.011873,0.000264,0.014321,0.012417,0.013150,0.003309,0.007117,240.000000,0.200000,Jukook
0.029561,0.017723,2.941304,0.128222,0.214565,0.125580,0.010985,0.022189,-32.214064,3.436755,0.716270,-0.070284,-0.279938,-0.420658,-0.375345,-0.246361,-0.177576,-0.135120,-0.013727,0.154628,-0.061307,0.035259,0.001639,0.032808,0.013051,0.026200,0.034857,0.029602,0.000183,0.027282,0.020056,0.021791,0.004310,0.024518,0.010375,0.029154,0.268329,0.025000,0.029090,0.157571,0.005156,0.021224,2.963962,0.423014,0.539088,0.354869,0.223593,0.264152,0.215782,0.155304,0.196710,0.246993,0.184840,0.195300,0.170109,0.036902,0.001460,0.030762,0.011399,0.020464,0.024922,0.020489,0.000146,0.022587,0.017179,0.014952,0.004926,0.009088,150.000000,0.172414,Jukook
0.044760,0.019157,2.974882,0.148531,0.222514,0.226828,0.010441,0.041536,-31.551410,3.241430,0.655777,-0.168347,-0.250387,-0.326869,-0.315469,-0.157141,-0.177218,-0.047562,-0.036969,0.131889,-0.126411,0.036169,0.003401,0.032579,0.014350,0.029234,0.028907,0.022981,0.000657,0.022278,0.020722,0.020096,0.005639,0.022574,0.042576,0.027811,0.237492,0.045424,0.022354,0.327897,0.007564,0.076629,1.986541,0.525219,0.383567,0.325861,0.231845,0.236783,0.218773,0.182636,0.170579,0.210914,0.164059,0.174641,0.173967,0.037300,0.004122,0.033807,0.012890,0.017547,0.028886,0.014555,0.000726,0.021927,0.018513,0.015316,0.006314,0.010629,100.000000,0.121951,Jukook
0.038765,0.014073,2.960210,0.149435,0.229442,0.159655,0.009994,0.034301,-32.508278,3.360871,0.483157,-0.016575,-0.326011,-0.389884,-0.313627,-0.097242,-0.150390,-0.114947,-0.060124,0.150076,-0.059861,0.040874,0.003949,0.027594,0.017663,0.029245,0.023975,0.025403,0.000373,0.030241,0.020163,0.021498,0.003827,0.022912,0.016266,0.027565,0.231174,0.039814,0.023119,0.177496,0.006623,0.051814,2.382418,0.365934,0.374589,0.291612,0.178453,0.199232,0.166557,0.134412,0.160534,0.157760,0.149661,0.193297,0.207448,0.030313,0.003258,0.029117,0.016251,0.015250,0.021126,0.017449,0.000428,0.023305,0.013334,0.015807,0.003684,0.009132,240.000000,0.131148,Jukook
0.042485,0.019882,2.926643,0.155297,0.221358,0.258734,0.011274,0.058332,-31.582368,3.384076,0.836211,-0.173382,-0.328932,-0.379763,-0.342560,-0.196468,-0.152189,-0.150742,-0.026038,0.109759,-0.118586,0.033468,0.003086,0.037693,0.017531,0.022877,0.023342,0.027116,0.000224,0.022665,0.024097,0.017195,0.004661,0.023541,0.037112,0.040216,0.246882,0.069524,0.035687,0.380528,0.006601,0.104444,3.161211,0.503610,0.403189,0.334222,0.243028,0.279679,0.191435,0.182863,0.187325,0.200373,0.214368,0.210327,0.232942,0.034633,0.004075,0.039844,0.016008,0.019376,0.023970,0.021377,0.000235,0.019691,0.025990,0.014839,0.006444,0.011043,300.000000,0.123077,Jukook
0.042938,0.022202,2.931963,0.139116,0.209190,0.235804,0.008654,0.047306,-30.387770,2.845120,0.444050,0.047522,-0.173596,-0.500355,-0.421983,-0.130073,-0.206973,-0.113152,-0.000837,0.159301,-0.051861,0.031835,0.002792,0.028050,0.013156,0.022636,0.027817,0.026501,0.000559,0.027853,0.017011,0.022953,0.006777,0.022083,0.025820,0.035179,0.342569,0.045121,0.029145,0.283745,0.004785,0.066175,2.010653,0.452185,0.590651,0.411640,0.215709,0.257347,0.170592,0.167801,0.210936,0.247630,0.199981,0.164809,0.202159,0.031282,0.002919,0.025190,0.010669,0.016976,0.024727,0.019387,0.000629,0.026957,0.014854,0.018370,0.006133,0.009926,150.000000,0.133333,Jukook
0.043509,0.020685,2.951290,0.145054,0.213699,0.289381,0.008915,0.069681,-30.855208,2.923920,0.637096,-0.007239,-0.190175,-0.428958,-0.414166,-0.111123,-0.236552,-0.133303,-0.059760,0.167807,-0.057415,0.032624,0.002864,0.029733,0.015907,0.028856,0.030099,0.023553,0.000444,0.022839,0.017806,0.019905,0.004481,0.021497,0.021055,0.034989,0.293732,0.034429,0.036064,0.271505,0.006036,0.092865,2.989325,0.657265,0.581489,0.445935,0.270691,0.280491,0.221614,0.180533,0.171467,0.201141,0.196496,0.208119,0.194298,0.031554,0.002697,0.024685,0.013864,0.019702,0.026607,0.017265,0.000390,0.022889,0.013350,0.014989,0.004204,0.009263,171.428571,0.105263,Jukook
0.050728,0.016294,3.044705,0.130548,0.193050,0.362874,0.009151,0.065235,-29.894647,2.459274,0.594030,-0.039100,0.014471,-0.651442,-0.377849,-0.148401,-0.114837,-0.098137,-0.057959,0.210192,-0.153476,0.026771,0.007475,0.031961,0.010834,0.018144,0.023859,0.019751,0.000692,0.020114,0.021850,0.016345,0.005591,0.021020,0.029678,0.025225,0.155439,0.024881,0.026090,0.311085,0.006204,0.050051,2.063884,0.810122,0.517172,0.426832,0.323476,0.293200,0.238649,0.189324,0.182622,0.197738,0.181385,0.204826,0.252457,0.029978,0.007477,0.037442,0.009241,0.016531,0.021790,0.016188,0.000705,0.022892,0.022998,0.016434,0.006458,0.010606,100.000000,0.120690,Jukook
0.034856,0.018981,2.899144,0.130428,0.214104,0.173427,0.010427,0.031957,-31.906242,3.421228,0.707748,-0.136962,-0.280914,-0.434446,-0.356069,-0.168892,-0.160224,-0.142252,0.004285,0.130445,-0.129531,0.035965,0.002103,0.032695,0.013372,0.023255,0.034716,0.027547,0.000291,0.022374,0.023022,0.021841,0.004396,0.023350,0.017981,0.038877,0.298334,0.029103,0.030187,0.184764,0.006303,0.025280,3.291512,0.512210,0.464842,0.308428,0.295562,0.241840,0.197631,0.161135,0.176757,0.233024,0.221301,0.180182,0.201184,0.037040,0.002333,0.025570,0.012946,0.018279,0.033327,0.018622,0.000252,0.021066,0.016875,0.019512,0.003776,0.008794,150.000000,0.158730,Jukook
0.040194,0.014953,2.920376,0.156165,0.220298,0.209958,0.010577,0.079900,-31.750091,3.397870,0.674180,-0.114647,-0.256601,-0.430746,-0.340147,-0.196245,-0.118479,-0.092448,-0.087743,0.134795,-0.125071,0.032560,0.003382,0.033952,0.013802,0.028855,0.021632,0.025457,0.000296,0.023751,0.020957,0.020897,0.005386,0.022733,0.031842,0.029954,0.336909,0.074985,0.043809,0.249081,0.006091,0.114187,3.159074,0.493753,0.527376,0.349477,0.278598,0.231039,0.183554,0.248052,0.167480,0.210405,0.222054,0.231511,0.205712,0.029578,0.003489,0.030786,0.013747,0.025004,0.022224,0.019031,0.000332,0.023119,0.017091,0.016515,0.006253,0.008771,240.000000,0.121212,Jukook
0.054341,0.004701,2.840571,0.174997,0.232043,0.336835,0.009492,0.117552,-32.910271,3.370620,0.469602,-0.109009,-0.223892,-0.393146,-0.328992,-0.247328,-0.179784,-0.165631,-0.088890,0.107894,-0.079106,0.018328,0.002288,0.024984,0.026615,0.032143,0.031889,0.023140,0.000304,0.022489,0.022241,0.017070,0.004193,0.020666,0.049608,0.009017,0.266685,0.093528,0.042108,0.493882,0.006352,0.180817,2.381026,0.586329,0.481764,0.286155,0.339108,0.242061,0.201543,0.221675,0.187269,0.194189,0.187872,0.187632,0.147719,0.017370,0.001878,0.020194,0.026157,0.022861,0.028757,0.015327,0.000253,0.020534,0.018204,0.014990,0.004117,0.007574,240.000000,0.127660,Jukook
0.047472,0.008648,2.917744,0.160731,0.233595,0.222532,0.010381,0.075517,-32.353429,3.435111,0.483395,-0.053456,-0.281068,-0.354968,-0.341406,-0.277130,-0.140016,-0.161600,-0.104785,0.109361,-0.132299,0.023787,0.003542,0.033713,0.026505,0.027368,0.024349,0.026128,0.000495,0.028519,0.021983,0.017207,0.005123,0.021698,0.040179,0.013299,0.227750,0.065390,0.029847,0.319358,0.006348,0.136342,2.912101,0.583738,0.475924,0.298763,0.270106,0.172529,0.172371,0.239488,0.149369,0.187094,0.201366,0.205663,0.179812,0.019055,0.003717,0.023955,0.025585,0.020593,0.026400,0.018507,0.000512,0.025391,0.019162,0.011703,0.004985,0.007357,200.000000,0.137931,Jukook
0.045330,0.008039,2.899452,0.159814,0.231351,0.214542,0.009913,0.070818,-32.751386,3.447281,0.429742,-0.046635,-0.289404,-0.373450,-0.343622,-0.233365,-0.142437,-0.100093,-0.057761,0.088435,-0.101195,0.032484,0.003530,0.039393,0.013260,0.024927,0.027657,0.027597,0.002393,0.025778,0.019302,0.018635,0.005373,0.022524,0.030796,0.013211,0.289525,0.056412,0.022978,0.246885,0.005645,0.089903,2.255712,0.480331,0.328940,0.238129,0.323833,0.188715,0.203978,0.244694,0.138099,0.154031,0.160638,0.188289,0.211136,0.027868,0.003919,0.031293,0.012548,0.014571,0.022093,0.019750,0.004382,0.025365,0.014700,0.012368,0.006211,0.007479,171.428571,0.139535,Jukook
0.045848,0.008957,2.899156,0.151265,0.222816,0.194359,0.010739,0.060194,-32.767704,3.562156,0.496172,0.024408,-0.290938,-0.333016,-0.317896,-0.276555,-0.112327,-0.146307,-0.058179,0.098603,-0.136289,0.040405,0.002359,0.033731,0.016212,0.026633,0.033786,0.025460,0.000779,0.018658,0.021517,0.022933,0.007316,0.023227,0.036141,0.020298,0.254102,0.061069,0.041748,0.236606,0.007306,0.084856,3.377408,0.615797,0.350546,0.293382,0.332799,0.224397,0.220256,0.243661,0.242152,0.206057,0.206454,0.227946,0.211555,0.034051,0.003133,0.028840,0.015588,0.019642,0.032859,0.015430,0.001162,0.017483,0.018254,0.021066,0.008210,0.008258,171.428571,0.142857,Jukook
0.050383,0.010691,2.856724,0.170126,0.231029,0.273565,0.010473,0.084515,-32.571214,3.394898,0.570789,-0.091161,-0.305458,-0.340272,-0.329254,-0.274108,-0.112443,-0.195431,-0.073471,0.095438,-0.147508,0.039183,0.002950,0.038693,0.013472,0.026548,0.028258,0.022924,0.002585,0.018903,0.019463,0.015914,0.005882,0.022820,0.047411,0.018409,0.412408,0.086324,0.034461,0.444141,0.005927,0.156737,2.983619,0.646501,0.379900,0.256380,0.301934,0.233500,0.184187,0.240461,0.208553,0.155399,0.211973,0.193856,0.246501,0.031405,0.003601,0.031481,0.015332,0.025902,0.028941,0.019273,0.004125,0.019652,0.015753,0.011990,0.006502,0.009441,171.428571,0.160714,Jukook
0.039420,0.010055,2.885608,0.155430,0.224193,0.213154,0.010761,0.071798,-32.781157,3.484635,0.512862,-0.030137,-0.314639,-0.383619,-0.381756,-0.305271,-0.129105,-0.143590,-0.068229,0.120607,-0.135980,0.046549,0.001831,0.035571,0.013199,0.020587,0.030828,0.018813,0.001355,0.027593,0.018986,0.020506,0.006620,0.024243,0.034281,0.014687,0.294608,0.086342,0.040842,0.396472,0.006270,0.167396,2.243989,0.566861,0.436516,0.286468,0.342802,0.204665,0.205996,0.248190,0.190405,0.168057,0.209828,0.174180,0.178213,0.032576,0.001806,0.029500,0.012943,0.015220,0.031515,0.011702,0.002185,0.020339,0.017534,0.013456,0.008952,0.008780,240.000000,0.148148,Jukook
0.048934,0.007652,2.914713,0.159258,0.231524,0.261824,0.011075,0.078414,-32.802138,3.409409,0.414693,-0.048425,-0.309442,-0.371061,-0.319654,-0.281631,-0.140110,-0.166230,-0.072090,0.087266,-0.089079,0.029324,0.003688,0.032707,0.020857,0.028305,0.031762,0.028752,0.001765,0.022126,0.018834,0.015586,0.005798,0.022935,0.048737,0.015634,0.247084,0.074557,0.028316,0.436764,0.006732,0.142338,3.375970,0.510630,0.382901,0.268233,0.298479,0.181416,0.209597,0.187582,0.185090,0.205229,0.207912,0.212773,0.214435,0.029804,0.004826,0.031490,0.023437,0.024667,0.030975,0.019887,0.004314,0.019069,0.016558,0.011593,0.007570,0.008283,200.000000,0.160714,Jukook
0.045833,0.007203,2.903916,0.156719,0.232013,0.208203,0.009527,0.049584,-32.537347,3.380583,0.302987,0.039111,-0.250201,-0.322574,-0.327649,-0.237668,-0.156757,-0.161765,-0.066401,0.093056,-0.095270,0.029463,0.003094,0.035189,0.019029,0.031790,0.025520,0.025356,0.003830,0.021724,0.020441,0.019315,0.004263,0.021784,0.034312,0.014909,0.309462,0.056504,0.029498,0.285169,0.004509,0.070887,2.877039,0.504028,0.403363,0.234767,0.299394,0.214453,0.219981,0.241471,0.171419,0.204813,0.212720,0.176219,0.171050,0.024183,0.003342,0.029784,0.015674,0.026805,0.023736,0.017083,0.006520,0.017860,0.019396,0.014314,0.002844,0.007044,200.000000,0.192308,Jukook
0.063014,0.008286,2.863621,0.172700,0.227877,0.332672,0.010298,0.109365,-32.480430,3.297364,0.549888,0.005642,-0.272512,-0.374199,-0.332036,-0.264582,-0.112719,-0.200883,-0.058701,0.118353,-0.083960,0.024055,0.003074,0.038793,0.018512,0.024404,0.028857,0.023406,0.000776,0.025299,0.019334,0.016849,0.003656,0.021948,0.072608,0.014063,0.428727,0.092247,0.031769,0.496813,0.004982,0.174809,2.161992,0.767489,0.445113,0.220639,0.220928,0.162976,0.163263,0.232634,0.179480,0.226609,0.231275,0.222778,0.210444,0.019420,0.004731,0.036463,0.016134,0.017932,0.026309,0.018946,0.001358,0.022397,0.015760,0.012898,0.004272,0.008026,133.333333,0.127273,Jukook
0.045554,0.005610,2.946009,0.176037,0.242129,0.253452,0.009428,0.085730,-33.411722,3.273127,0.407671,-0.009089,-0.266131,-0.385155,-0.355136,-0.263117,-0.177154,-0.209983,-0.111386,0.113528,-0.118100,0.031521,0.003179,0.036916,0.017623,0.035656,0.028196,0.027524,0.000546,0.024815,0.018770,0.016922,0.003922,0.022662,0.033947,0.011043,0.252730,0.064635,0.030123,0.339231,0.004658,0.139656,2.525222,0.465494,0.313555,0.181284,0.215357,0.141341,0.188771,0.174230,0.193784,0.182327,0.193073,0.194868,0.219055,0.020381,0.003889,0.027891,0.014447,0.032631,0.022330,0.016951,0.000723,0.021531,0.013444,0.011999,0.003866,0.008091,240.000000,0.147059,Jukook
0.098024,0.009326,2.852856,0.218067,0.232587,0.581924,0.009048,0.196496,-31.796533,2.985711,0.513487,-0.126916,-0.304587,-0.360735,-0.257106,-0.187020,-0.136489,-0.201447,-0.037041,0.109395,-0.117382,0.027447,0.002546,0.028501,0.018310,0.024024,0.027808,0.021441,0.000451,0.018952,0.017384,0.015870,0.004581,0.019838,0.105281,0.014440,0.466344,0.122110,0.032193,0.702208,0.005410,0.262516,2.538677,0.725561,0.396379,0.392924,0.253340,0.299031,0.241158,0.205673,0.166018,0.240274,0.216623,0.193305,0.186297,0.029232,0.003079,0.028736,0.023955,0.020468,0.026665,0.018269,0.000571,0.020100,0.016956,0.012359,0.005140,0.009350,120.000000,0.122807,Jukook
0.067182,0.009103,2.915109,0.166896,0.223375,0.310299,0.010736,0.087894,-32.431094,3.306961,0.557203,-0.011689,-0.379850,-0.426921,-0.346121,-0.183951,-0.142731,-0.260439,-0.092130,0.166241,-0.083031,0.028409,0.002747,0.029769,0.024103,0.027155,0.032187,0.026234,0.000346,0.021315,0.019400,0.014581,0.004220,0.021279,0.100928,0.013460,0.280908,0.102249,0.024562,0.614019,0.006219,0.200797,2.754468,0.698326,0.365181,0.235638,0.260408,0.227278,0.199089,0.208295,0.214396,0.257476,0.217755,0.190956,0.199356,0.028126,0.002987,0.021727,0.028240,0.018139,0.027095,0.020283,0.000349,0.016589,0.019374,0.011628,0.003856,0.009651,300.000000,0.155172,Jukook
