1.195244055068836186e-01,3.343702336726270957e-02,3.085800224776924061e+00,2.073840796325903957e-01,2.052777665273390340e-01,1.009409388278179165e+00,7.434700302891980410e-03,2.517500000000000293e-01,-2.338140878986929039e+01,1.444631905584831344e+00,1.226019294505292567e+00,3.696462966269546679e-02,-3.173645482905346205e-02,4.324836603597226881e-01,8.627929013107860090e-02,3.976488542482609079e-01,-1.965330953327509012e-01,2.507152976490211738e-01,-2.421226357860243872e-01,-1.995112726984594326e-02,-6.900692885071244009e-02,1.457500353491486197e-02,2.034080047453716046e-03,1.313628266014576496e-01,8.762927654858736898e-03,1.304639246194662025e-02,3.961775940236109302e-03,4.446181292875429208e-02,1.955789906992139691e-03,2.213074040090824528e-03,1.039857368795607181e-02,5.269910712520292639e-02,1.537393884432863931e-03,4.429432917140279508e-02,4.594366799041846999e-02,1.551989697794342940e-02,1.199972727858841376e-01,3.779308286653228210e-02,2.950693672027053169e-02,3.817697444019174102e-01,5.402888056325176082e-03,1.063546543410301554e-01,4.502909894511403777e-01,2.267595510958048399e-01,2.327018980936050863e-01,2.415111459651833881e-01,1.232383419046650802e-01,1.954555357860329468e-01,1.921145987477858863e-01,2.129993898572440925e-01,1.847762046919183554e-01,1.256412979016590659e-01,1.523195800065631766e-01,1.364620214142563959e-01,1.496369697558825873e-01,2.188764671682280963e-02,1.413220742208998659e-03,8.450562715834708527e-02,8.528106936655099543e-03,1.468855581391465513e-02,3.197116653238008237e-03,5.165887093188110263e-02,2.028238818191510119e-03,1.832580406367700660e-03,9.674120618095803301e-03,4.324996971232229759e-02,1.869750787223076324e-03,1.909805807400076147e-02
1.160826032540675651e-01,3.322076245989520615e-02,3.091623440090139230e+00,2.096571665016992991e-01,2.163231667854589868e-01,9.249840856495495922e-01,6.982259068051735462e-03,2.316250000000000253e-01,-2.318395168785252736e+01,1.678548398327434299e+00,1.301369875309430935e+00,2.568471603780945189e-01,7.925825361211412401e-02,3.697769901532039216e-01,-8.463110628643404076e-02,2.220356736811932574e-01,-8.988847894087219348e-02,2.947219914612401737e-01,-9.620130241234899071e-02,8.207936609085458857e-02,-1.439898347612555418e-01,1.497521863118819220e-02,3.068705272474957224e-03,1.141427102715983077e-01,1.116256780366208304e-02,4.569377062819787033e-02,3.481456460189077777e-03,3.254816723942973583e-02,3.670439267315447288e-03,3.494188863743702932e-03,1.117467593616592106e-02,2.819229506423774276e-02,1.058357439344290336e-03,3.924177388744164163e-02,2.886715170949235784e-02,9.949096991259327380e-03,1.454392359790075973e-01,2.802825051510216339e-02,2.151223912768376878e-02,2.612592714070323674e-01,3.260203383826903566e-03,9.145789673396169384e-02,4.943411839388387463e-01,1.890468239902927949e-01,1.688165278251526624e-01,1.997950640463688199e-01,1.961871770039555762e-01,1.561362908708678610e-01,1.524076642495095779e-01,1.475828711233611590e-01,2.209195133417447832e-01,2.295642264685938128e-01,1.298109239251294400e-01,1.627378972309961314e-01,1.592059341560537467e-01,1.930468069512334198e-02,3.269882409521345217e-03,8.144377223328175264e-02,1.320187798786973989e-02,3.429540349766972696e-02,2.431428594406121781e-03,4.316206283503457725e-02,4.092289021066881569e-03,2.966177632681655726e-03,7.547686516845041223e-03,2.691993878504714624e-02,7.831008147752222329e-04,1.738676619998648365e-02
6.602002503128913402e-02,2.684094473386675755e-02,3.138920802986249647e+00,1.760345871530414608e-01,2.174969448942830064e-01,5.094856656183793797e-01,5.068423671513624072e-03,9.237500000000001266e-02,-2.432128067538548422e+01,2.303804169665283119e+00,1.087093229076917078e+00,1.850526336004199579e-01,8.598738780418307970e-03,1.813402112625797091e-01,1.677410221420942982e-01,2.947469993049717796e-01,9.712519678137562784e-02,2.461693914606349620e-01,-1.278103007573819505e-01,6.337030682129750347e-02,-7.057090080659376985e-02,6.316989419233645479e-03,7.516432972532424359e-03,1.100473659260617076e-01,4.067210985330980792e-03,1.487539473960251823e-02,3.425878497482627398e-03,5.786463427170980556e-02,1.585478710031979366e-03,7.330353573014212424e-04,1.903667241910811728e-02,9.477549090717120317e-02,7.030457418739264556e-04,4.403531248056958419e-02,2.409017753375842022e-02,1.355323630660269785e-02,1.106492291427625119e-01,2.048826196782781509e-02,2.433531710008555310e-02,1.970945000605092146e-01,3.529264571040426589e-03,7.246755739639636207e-02,7.444217903121930213e-01,4.025457568547243792e-01,3.803122307961823156e-01,1.937149652246485387e-01,2.349548412905057559e-01,2.320829219872494464e-01,2.076099476315126091e-01,1.902910714130642278e-01,2.795413887608267367e-01,1.595610947852861838e-01,1.929905837490653031e-01,1.508664939269318828e-01,1.916074655931842285e-01,3.219000635998503501e-03,7.376219593860881309e-03,7.548735146793392192e-02,4.909849144919016008e-03,1.215683352154797899e-02,2.508540284687895729e-03,4.288128974949686339e-02,1.127530838827457216e-03,3.742267545566121977e-04,1.259290323969001861e-02,3.851548763830910799e-02,6.369637428127259814e-04,1.475719745567510149e-02
2.634543178973717745e-02,1.967834350300778912e-02,3.165987078514383324e+00,1.183553482765760806e-01,1.973414487662174255e-01,9.336891460598006898e-02,4.591516994119797246e-03,2.825000000000000774e-02,-2.621495249546505946e+01,3.244039867931767240e+00,8.359395200886305943e-01,1.849961707302275049e-01,1.738678334090568434e-01,2.329692407481517569e-01,3.585329914108087435e-01,2.081689599351991549e-01,7.361644207294218423e-02,6.803052132727668844e-02,-2.269600318071117173e-01,3.353666137125524416e-02,-5.411677350536581166e-02,1.578306486065415154e-03,3.388828118082767935e-03,7.930277199461291393e-02,1.302133833386024927e-03,1.338930433445603349e-02,1.446511294928936892e-03,7.717025799235197048e-02,3.520694378119865815e-04,4.801405792148256729e-04,3.602213272778621682e-03,1.580730089917181114e-01,2.925239536616418886e-04,4.883714166810205343e-02,5.836572579109258752e-03,1.802615309566745969e-03,4.646552467957802690e-02,2.785214865765850076e-02,2.964146232254602151e-02,4.543188193029485539e-02,2.501904095253446730e-03,2.250000000000000264e-03,7.970888228586791024e-01,2.581226450091711477e-01,2.071175769609172046e-01,1.902546347944198968e-01,1.547384699350192461e-01,1.989837165190408430e-01,2.117508157854769424e-01,1.456032684251819254e-01,2.083975602075106848e-01,1.188304715566671638e-01,1.991996829827379079e-01,9.951101325691519284e-02,1.000381178639623975e-01,9.295314726392830051e-04,2.080889841844787719e-03,1.632983503967621458e-02,6.096603438728547117e-04,9.889706574036372100e-03,9.570000226792770275e-04,1.724375513493133991e-02,2.389945616184058295e-04,4.116177587413005550e-04,3.108110923025700877e-03,1.927356491143370973e-02,2.360099283973246444e-04,4.174627328708768736e-03
6.214017521902377716e-02,2.926229905936909501e-02,3.193996421018812093e+00,2.107503263389166881e-01,2.388243148556838946e-01,4.795405930699327968e-01,9.602530742109791767e-03,2.111250000000000071e-01,-2.562740257262631260e+01,2.748655412541917809e+00,8.560961801034316920e-01,2.554841315090013443e-01,2.332326047931178592e-01,2.809306250507616065e-01,1.603293686808790475e-01,1.637649013048133317e-01,2.069852874575598689e-01,-2.617482077896102211e-01,-1.864048158391437560e-01,-6.490323815684945208e-02,-1.228795511242521989e-02,4.962702519815963970e-03,2.524777791066233103e-03,7.399375970152217985e-02,4.876284808908340311e-03,1.350446768005647211e-02,2.767806212295487005e-03,6.051610909996320981e-02,3.114467002923334529e-04,7.322141850527909279e-04,2.011160502538056859e-03,1.337181230763195283e-01,6.700712490060050860e-03,4.210253815725645971e-02,4.884994917053407659e-02,1.706732496795601572e-02,5.374967429769550442e-02,1.255750170399598797e-01,6.860844561387828555e-02,4.597266053658807805e-01,5.904975189745385010e-03,2.808040631383385000e-01,1.860780591030263276e+00,7.105021603182020140e-01,5.768314471271759336e-01,3.410209017155959588e-01,3.660526020854316109e-01,2.335298758980136336e-01,3.301948462334460266e-01,2.413154149603714549e-01,2.086674112726759900e-01,3.195273722808013583e-01,1.579522734947541585e-01,2.544891204276971686e-01,2.778114776519294282e-01,8.954255931453712278e-03,2.812362525539532140e-03,2.367513202489661753e-02,1.454340721648103921e-02,9.824629664311967936e-03,5.949473498146949299e-03,2.989536137658428683e-02,7.028499060850333571e-04,5.169078903677100508e-04,1.146610276746214217e-03,3.830094533727650130e-02,1.455255340967335879e-02,1.131994937765740290e-02
7.647058823529410965e-02,3.347847580367312170e-02,3.198414665149074132e+00,1.877998083791175554e-01,2.130759217840663133e-01,4.568390028834354299e-01,1.043297738839895836e-02,1.240000000000000269e-01,-2.482717107294964620e+01,2.488374874707010243e+00,9.504859674305299322e-01,-5.598426945594433407e-02,1.692282715301453300e-01,1.001209299571881733e-01,1.510112432686605555e-01,2.173221589924755892e-01,1.460199046187985739e-01,-1.297855594484592125e-02,-7.596120155203224533e-02,-1.193113503095107192e-01,-2.931495710208354422e-01,3.574306616419129640e-02,2.646792863340514772e-03,5.555789837191155156e-02,2.595873140073239310e-03,6.340964284196008889e-03,1.929720550830291538e-03,4.433057871930867755e-02,1.033022301287775087e-03,1.289233549980962120e-03,1.247689693332198861e-02,1.193968287524582034e-01,1.294452724640061947e-02,3.963145552887688272e-02,5.728816703459323201e-02,1.591537111206325558e-02,4.652271960916481985e-02,8.621435940439281520e-02,4.982351451610377013e-02,4.077488854420571740e-01,5.520174938917118621e-03,1.541071056116491977e-01,1.445198479756829135e+00,7.564122744437560275e-01,8.946883991341852971e-01,5.592541150594201316e-01,3.873048567969149536e-01,4.235960628850760634e-01,2.456269737360831928e-01,3.324817799100648341e-01,2.591908688439959474e-01,2.505344482920810467e-01,2.565987379843558958e-01,2.202478637410964224e-01,2.717372757550557405e-01,4.105326137685168242e-02,4.005196048264585834e-03,2.489306493503249881e-02,1.968872600430551616e-03,5.267866923753433510e-03,2.970263785037194435e-03,2.260509501644850441e-02,2.008947357236198598e-03,2.053027927888815499e-03,2.488359310278082104e-02,4.327487254777177134e-02,2.559753298387311415e-02,7.918375489088406993e-03
4.743429286608260437e-02,2.837199097708819479e-02,3.246508270544742114e+00,1.850260573237420547e-01,2.058348889347132449e-01,4.980443490843899923e-01,1.046080609790359453e-02,1.358750000000000235e-01,-2.471831978348091852e+01,2.103973249700452630e+00,7.090338201964777598e-01,2.337104179390350756e-01,1.449577140552452126e-01,3.019574613620979453e-01,1.165262053465273562e-01,1.534602501648670847e-01,1.885593663137290488e-01,3.571533464955833816e-03,-2.891749637496892483e-02,4.201324118952592251e-02,-1.262385240085240889e-01,1.463513306138485362e-02,2.570251113303043990e-03,3.493969063878650527e-02,1.613347138381950431e-03,8.769085189566960467e-03,2.344012507982047404e-03,5.196203951583140690e-02,5.069240678708614514e-04,1.347169675736672404e-03,1.372216281777432177e-02,1.453812101903015352e-01,9.402233056724343396e-03,4.223993541767624704e-02,2.798835062030668661e-02,1.343037621843964913e-02,5.553374476957826517e-02,8.440507765417348818e-02,4.681907785547849421e-02,3.675867022548561791e-01,8.007854669812259490e-03,1.681299255784049762e-01,1.870108866521988045e+00,8.475385906464047991e-01,6.761927522339300500e-01,3.912078983372780927e-01,4.179932698145839010e-01,3.829614437454658682e-01,2.068712559636546322e-01,2.444781506292599549e-01,2.373808033216875668e-01,2.552717191787385320e-01,2.773216640567121583e-01,3.042321959042665891e-01,2.459996213330098713e-01,2.504892453832774368e-02,6.481509611945626866e-03,1.567383651519061588e-02,1.900937305109036239e-03,8.361267339823804864e-03,4.170810028635413974e-03,2.712511206978975020e-02,5.217650821278866204e-04,1.239866291301584692e-03,1.462030658850879683e-02,4.070422235425844026e-02,2.253228553995569733e-02,1.047159601444773436e-02
6.595744680851063635e-02,3.371175052450969822e-02,3.147861299068403174e+00,1.747539651826445772e-01,2.011140022661473403e-01,4.709642472574727678e-01,1.300824081646317042e-02,1.241249999999999992e-01,-2.435601562793676322e+01,2.595735758215642175e+00,3.208316997151124395e-01,1.479317558582238790e-01,2.002509542034110746e-01,-2.445023091289828462e-02,5.223933652123657900e-02,5.067621941992104390e-02,4.337304870495962972e-02,1.710730044294300478e-01,1.408259254847462338e-01,-5.953798994328801664e-02,-2.487624411983976880e-01,4.632085487816650637e-02,1.342898005394594849e-03,1.884632882876170756e-02,4.055512567854318955e-03,5.700797481570920797e-03,3.485128722441790082e-03,2.796492554576694017e-02,1.767533220406159638e-03,4.609545865196176470e-03,2.070231390820392176e-02,1.073044661389614268e-01,1.886950029481395189e-02,3.751242327373752877e-02,5.068310669786164901e-02,1.670726900007340338e-02,1.357572047873759347e-01,8.120249325591856471e-02,4.111521547173976887e-02,4.012480312462795018e-01,8.416650632070633159e-03,1.603653543475023757e-01,1.439567331012209239e+00,6.344655418841094185e-01,8.221497828402811736e-01,4.332951780124352226e-01,4.492961568651159254e-01,3.967002062639725102e-01,3.885467964593060097e-01,2.587359153785287469e-01,2.325336605032817805e-01,2.226855159432699627e-01,3.027650531833965264e-01,2.311502752588630027e-01,2.367587795313761123e-01,5.694572187102281413e-02,2.012272717560080644e-03,1.310778897457757879e-02,6.379126625664635272e-03,5.843296895639971469e-03,2.921072337615511320e-03,1.831129700598739876e-02,6.030119703629360089e-03,1.161095904092390545e-02,2.093543046645790495e-02,5.212483515047129645e-02,2.804875793170897788e-02,8.817316514283612613e-03
1.009386733416770959e-01,2.688606575288645176e-02,3.064086146709406044e+00,1.967376289320637850e-01,1.979246188025367004e-01,6.736480880047610587e-01,1.816872750361204353e-02,1.613750000000000184e-01,-2.473277599348725531e+01,2.171761365017599310e+00,6.385366608929196053e-01,7.144140702978722668e-02,1.818900941074315381e-02,2.874386493728536829e-02,-3.648481630560718725e-01,7.169826604392372238e-02,4.454899120635207738e-02,7.380187700892559995e-03,-9.125879407403861276e-02,-2.596245432233739714e-01,-4.089809367802421103e-01,4.946812505900542722e-02,4.676153122908087087e-03,4.313201568087327714e-02,2.473394752648152770e-02,5.617445116361126020e-03,3.125850155294789511e-03,1.285745307983328714e-02,2.121892924638063820e-03,2.328925728667379826e-03,1.751211814817764389e-02,7.354209762994182165e-02,8.535557724040559319e-03,3.655577721719868722e-02,9.978530793643507202e-02,2.088584252556127674e-02,2.398034569380395331e-01,9.018234553700536782e-02,4.401173224424623914e-02,6.187659951591979457e-01,1.555041997225150956e-02,1.864411351472630429e-01,1.233994299228007741e+00,1.267731352906339870e+00,5.533169616647666267e-01,4.404053368312420558e-01,3.899452837837272812e-01,5.195320852564083713e-01,3.587565099447495021e-01,3.740815040069937480e-01,3.773757179967245357e-01,3.086118030030324810e-01,2.438963006754683582e-01,2.876397098846609213e-01,2.370910781927688393e-01,5.394371274243575654e-02,5.666888500933356561e-03,5.563702552915331112e-02,5.930494755736683693e-02,4.340665213922867763e-03,3.674858325516815356e-03,9.853111538021002216e-03,4.866921440237662044e-03,4.842149494410445329e-03,1.728748836528060800e-02,5.741730323496709726e-02,1.179281306958567324e-02,1.544739706710369399e-02
1.691489361702127603e-01,1.361234578350799772e-02,2.923104980937921926e+00,2.475426936144355938e-01,2.187927063263333527e-01,1.042316969016269468e+00,1.984256514432949578e-02,2.594999999999999529e-01,-2.712393139627811678e+01,1.765334653837401735e+00,2.540800345328122489e-01,1.662633079730959085e-01,-1.190200567958594052e-01,2.820811435268986284e-02,2.233512550456711460e-02,1.333144819562732675e-01,8.106456531706146551e-02,-3.974672930708004343e-02,-6.585495792486353688e-03,-1.061266220873984673e-01,-2.554775574988750186e-01,3.207112119685349982e-02,2.165573956859232537e-03,2.286060867753556339e-02,5.084300897594542026e-03,5.933549467863337250e-03,3.106597920020688543e-03,3.073346111664328889e-02,9.807376966444313494e-04,1.889446911423651315e-03,2.414154363368187922e-02,6.734150167427437050e-02,9.019837269681743250e-03,2.830886346864446360e-02,1.837466592929621889e-01,1.505687584666342768e-02,4.693982509618979670e-01,1.384823424361923683e-01,4.351507359784168721e-02,9.477000981370282684e-01,2.238284884372775119e-02,2.684825413318340792e-01,2.822656552388892237e+00,1.526064813947413779e+00,5.853223153690669811e-01,3.516113018033893978e-01,3.096594403676561358e-01,3.111921364970901549e-01,2.341628394333821195e-01,1.579835948961492431e-01,2.667803879539094036e-01,2.405028607624612735e-01,2.375994919738413091e-01,1.980435898229683522e-01,2.636703568314300306e-01,4.985069457241526197e-02,1.603980473221971233e-03,1.815491854450440937e-02,8.209304219467129099e-03,4.302266257273406475e-03,3.901718856626602318e-03,4.470371778592049927e-02,1.038350780531103676e-03,1.445132724441145324e-03,2.362126855416010751e-02,5.578664257476637772e-02,1.467855379006375444e-02,1.554107870081217202e-02
