5.006257822277847269e-02,2.264227569991067739e-06,2.995688712908045392e+00,1.996526740299848501e-01,2.598751303781628441e-01,3.896316522086610279e-01,0.000000000000000000e+00,2.750000000000000014e-02,-3.685110204952631108e+01,1.663746174079905771e+00,7.261537692520730891e-02,2.874237207866536248e-01,3.447905062609504800e-01,7.290779893152758706e-02,1.253793838599804034e-01,4.521011641098229145e-02,5.024739627782434659e-02,7.249209206507459084e-03,2.723924988122315982e-01,1.049294864394032245e-01,1.420868879881596880e-01,8.998215008685946223e-04,8.289141811353511156e-04,7.455256370980035963e-02,4.351103175844926122e-04,6.518494988095167864e-03,3.071139931245215129e-03,1.985589859296555959e-01,3.787226247165803973e-04,1.928722493886495188e-03,1.829523763103389506e-03,5.720739939742265634e-02,1.073058197689106836e-03,5.647122244223275883e-02
5.632040050062578351e-02,2.894448941038073447e-06,2.893794847089345978e+00,1.852454520091206536e-01,2.369052547847419754e-01,4.847683756731051563e-01,4.927102927082172359e-03,4.750000000000000056e-02,-3.612255736773976622e+01,1.378663364844039618e+00,1.681109358633836037e-01,4.811581234666500451e-01,4.470830501031349685e-02,-3.508076564110489126e-02,2.954437751642860488e-01,6.950081345908748487e-02,-1.376077648682543300e-02,2.218810170203584231e-01,-1.778897349453777976e-01,-5.722406081683145684e-02,-5.177076427549864163e-02,2.909817232447534617e-03,2.330473240499184810e-03,6.872434411914911390e-02,3.255341370859132603e-03,9.185437958438832711e-04,8.165757677164740998e-04,1.425123726987313488e-01,6.291727452564974642e-04,1.011021071113261732e-03,4.196105247120563049e-03,7.981330466919141220e-02,6.731394985091191914e-04,4.430377329613760518e-02
9.261576971214018072e-02,1.599346248500172670e-06,3.040597215844945023e+00,2.127908812915390580e-01,2.585760279091798841e-01,5.477001099726072075e-01,1.108254787186716342e-02,4.750000000000000056e-02,-3.701392671670036094e+01,1.661493558422564298e+00,8.857465918539594307e-01,5.766213255952690186e-01,8.147579430310911142e-02,1.239520610803672845e-01,3.297464105882341179e-01,-3.541562821305718062e-02,-1.587234525126291207e-01,5.557603711104695809e-02,7.241350615381599021e-02,9.475013966457378201e-02,6.486960358271701144e-02,7.657374015136732791e-03,4.739401253449137619e-04,2.600387149301619516e-01,3.825161033288142307e-03,1.739661025541043571e-02,4.303181080002775670e-04,7.596454589324633244e-02,9.696310378318400780e-04,1.862304059307492250e-03,5.056327434012217875e-03,1.738485407518531797e-02,2.210456375526782379e-03,7.142344503919167975e-02
1.664580725907384151e-01,4.025463330229448779e-05,2.245645145033689616e+00,2.164911268625057394e-01,1.524019155967794026e-01,2.000080608960264072e+00,1.402073844341964783e-02,3.549999999999999822e-01,-3.070945296236144983e+01,3.937407381838158860e-01,9.047319319849583819e-02,-2.390863534130755474e-01,-5.108977881007218391e-01,1.258772947984231061e-01,6.474532907370743329e-02,1.259516298956087910e-01,3.481871286539912624e-01,1.136718186009315068e-01,1.643467355756210724e-01,1.593308969014944620e-01,1.784910207012058714e-01,5.676090817516348842e-03,8.291544812159346370e-03,2.304581286011764263e-02,2.105238239852616228e-03,9.949103729151720713e-03,1.540570209825333978e-02,2.179633000852249092e-02,6.774656252282531014e-04,8.374557340331292149e-03,2.976750469252012043e-03,1.211573471707333774e-02,1.129965819596493934e-02,6.875751414004697103e-03
6.633291614518148360e-02,3.766810405309547853e-03,2.799147189332261476e+00,1.366605130348857444e-01,1.940694125431648154e-01,1.463164204393880841e-01,2.474717622440924733e-02,5.249999999999999806e-02,-2.685942561846519183e+01,3.218555698645958696e+00,8.377566176979547308e-01,-4.274793715865577437e-01,-4.446374041827665380e-01,-2.772560258324276439e-01,-1.528189492568365615e-01,-1.598640583660285164e-01,3.647582003558475505e-01,-1.903134151718456624e-01,-2.375483711763079486e-01,-3.040011389243789108e-01,-5.499221120994128853e-01,1.234886252840708687e-01,1.145856060537692048e-03,9.249420358901390762e-03,7.345743115810469785e-03,1.773829334731710089e-02,2.631209694908726721e-03,5.085478217773185816e-03,2.447636848058569329e-04,4.429474891617449228e-03,1.805069500005212352e-02,7.689616807200337634e-02,7.208788893300032731e-03,3.630198590212014437e-02
5.256570713391739424e-02,1.714711985220417415e-02,3.284626954771117102e+00,1.010472972733312547e-01,1.216612519574312851e-01,1.509260810387742235e-01,3.508526148284914215e-02,5.000000000000000278e-02,-2.581732194090018950e+01,3.013050486925248350e+00,-9.010377027152705054e-01,-6.784662557806472871e-02,-6.545290403851961036e-01,4.697252889061445669e-01,2.647780582463692967e-01,-2.222306462025843421e-01,6.381187078204668683e-01,-5.609476938164847243e-02,2.635666003711490402e-01,-1.823564237651746911e-01,-8.348215908480040026e-01,5.302534630044832692e-02,4.268599820188127576e-04,2.266766290464009102e-03,4.417743395889109489e-04,1.155969400069356296e-03,1.187997792148046475e-03,4.019915501399453847e-03,1.567974918053743460e-03,4.349482754728472211e-04,1.804211553541996103e-03,2.210972573970044347e-02,1.653746964489191396e-01,4.592665227324962268e-02
1.001251564455569454e-01,2.205049799043765774e-02,3.318404295281695671e+00,1.585053344135839981e-01,1.589359866329276283e-01,1.318803497272380332e+00,3.283167715604940612e-02,1.774999999999999911e-01,-2.351620413528469555e+01,1.457702155115147225e+00,-1.424543972624309873e+00,2.954888142931173522e-01,-8.369089496550387308e-02,5.910529768050785115e-01,-5.997428850932801092e-02,-3.504347884532467705e-01,5.259002957584590909e-01,9.839028024782779658e-02,1.235936413579730303e-01,2.687109177225458639e-02,-6.256589416329123576e-01,5.884115799092193982e-02,9.153027130819525346e-04,2.966333393485933757e-03,6.549228956113200802e-04,8.266854748847375081e-04,4.601709716903905865e-03,1.801280442336711252e-02,6.357679127322135235e-03,2.615812613646459513e-03,1.953688558698541723e-03,8.865594430085563596e-03,6.888411033215630086e-02,2.259572628099463035e-02
7.509386733416771598e-02,2.016897200692156777e-02,3.304545869886852394e+00,1.275937902506538990e-01,1.181705478920676289e-01,6.610581247382902870e-01,2.140980757257518463e-02,1.074999999999999983e-01,-2.346143536654399142e+01,1.971883696553405008e+00,-7.757015379295767454e-01,-2.358522244193604345e-01,-2.829959006516481468e-01,1.307370860449934780e+00,-7.426006495582465616e-02,-2.100387131582754641e-01,-1.939385201873257136e-01,-5.276767486486043657e-01,-8.413599425852245073e-01,-7.986657838962865075e-01,-2.104147516629193415e-01,1.231162132028298072e-02,1.055259881118070751e-02,4.312420401948462156e-02,6.495404629558808318e-02,1.305823132221596745e-02,3.248786454754013561e-03,9.216878380154464728e-03,2.343339744072436490e-02,1.370200321366529458e-02,2.587135854351893440e-03,3.064000124735682170e-03,1.691187922138710472e-03,1.825425637145912036e-02
1.589486858573216643e-01,4.797632283804403180e-03,2.201141517723521179e+00,1.342362440814953151e-01,1.614103995874588415e-01,1.858460039658393903e-01,1.801303142869306248e-02,6.250000000000000000e-02,-2.709687720616974005e+01,3.047270395977911939e+00,1.057162799539501652e+00,-1.503218449853781058e+00,-5.795445823648855965e-01,-3.986223120607218506e-01,2.084024329148214394e-01,-2.600842549429189243e-01,-6.337937124546372258e-01,-3.401941541750880260e-01,-7.331901367087371169e-01,-3.024659301101487174e-01,1.375970269845338267e-01,5.041700160693754831e-03,3.566955357891486537e-03,3.588279421017131349e-02,6.494228999922371792e-02,1.211207414765011064e-01,3.890005096707165738e-02,2.396922562826822155e-03,1.788454777759868096e-04,2.530833021544920489e-03,2.127859361070651850e-03,2.893847189870385646e-03,6.792563036967159311e-04,3.559803540871211286e-02
1.364205256570713287e-01,1.367329036988150817e-05,1.670834186966495327e+00,2.217447857776148057e-01,1.761425766029742768e-01,1.937323498627900875e+00,2.734885451221530719e-02,3.524999999999999800e-01,-3.184398984117035170e+01,7.501755435471063604e-01,1.625662864570535660e-01,7.326981763310663753e-02,-4.329156682401645306e-01,2.208663705412946543e-01,4.846986311405920289e-01,-3.733329021965091365e-02,-2.231820126301296003e-01,2.623509128744045404e-01,-6.574491785369287848e-04,-7.732956021679980585e-02,-2.316536042509385052e-01,1.926490112277667172e-02,4.149778639894608455e-03,2.386966719678521726e-02,5.430365331211430176e-03,7.572157364520009162e-03,9.371455714628260103e-03,4.215563359350747025e-02,4.776572712288685262e-03,5.741680013383773130e-03,1.167563561463117600e-02,2.426296039514390379e-02,4.264388612523478152e-03,1.120777721575913662e-02
